SampleName,TotalRU,M:C,BIX,HIX,FI,UltraVioletHumic-like,MarineHumic-like,VisibleHumic-like,Tryptophan-like,Tyrosine-like,Phenylalanine-like,Lignin-like,PARAFAC1,PARAFAC2,PARAFAC3,PARAFAC4,PARAFAC5,PARAFAC6
28,15.54685074,1.60159381,0.555992567,0.257269156,1.87403518,0.004509658,0.006077856,0.00379488,0.017042264,0.013893289,0,0,0.021309627,0.004989226,0.01843398,0.005423171,0.001918107,0.001267868
29,18.3663448,2.470179678,0.663948672,0.397092475,1.38228933,0.006270762,0.010787192,0.004366966,0.019454974,0.019275774,0.00145539,0.011600256,0.023091277,0.008817806,0.021723699,0.00409333,0.002751465,0
30,14.68873023,1.728725657,0.60135665,0.319256681,2.027286049,0.004853534,0.006345479,0.003670611,0.015239781,0.018971698,0,0.003780159,0.020543961,0.005061605,0.01627064,0.004045372,0.002426768,0
31,14.41717571,1.654801204,0.546122499,0.402821248,1.627132021,0.005017723,0.006560992,0.003964822,0.013007462,0.010089727,0.003579442,0.003706137,0.017856801,0.0058704,0.008064862,0.005049362,0.002537307,0
32,27.985139,1.448389286,0.829631283,0.408228204,1.839213193,0.006923925,0.008152443,0.005628627,0.021751235,0.038197414,0.008398767,0.014538617,0.026843764,0.007690914,0.02483305,0.010244466,0.003316091,0.007642399
34,24.0137677,1.691191838,0.844461929,0.347828736,1.392768677,0.008375394,0.011352937,0.00671298,0.030742302,0.038763515,0.025474102,0.004228708,0.035752176,0.009847667,0.034481346,0.010587128,0.003075039,0.003535392
35,28.96625365,1.531032368,0.739638146,0.566175198,1.452456897,0.008237549,0.011063578,0.007226221,0.020048972,0.032922503,0,0.025234216,0.024177747,0.009903945,0.019897778,0.011788065,0.004710762,0.011301404
36,35.90776743,1.333958876,0.646722443,0.52164143,1.537628984,0.014257524,0.015357032,0.011512373,0.031157063,0.032987898,0.020443805,0.015124501,0.029588519,0.014663788,0.06850546,0.020422458,0.007378738,0.007259355
37,29.75486754,1.47081583,0.722356876,0.490019852,1.529240787,0.010060148,0.01196,0.008131541,0.026169799,0.043451614,0.014356552,0.01980029,0.029762656,0.01104955,0.029485841,0.012904779,0.004081265,0.006091093
38,30.44488789,1.461920822,0.75295006,0.401326886,1.585828977,0.010114953,0.011911247,0.008147669,0.030791154,0.035386902,0,0.018530106,0.034487144,0.011341903,0.057986155,0.011625968,0.005087033,0.000528164
39,32.69343297,1.619736376,0.714534149,0.335682188,1.572719906,0.011488308,0.012715799,0.007850536,0.031765594,0.040119937,0.01113807,0.01753755,0.029750072,0.011804684,0.08663953,0.010076395,0.004046293,0
40,24.8246786,1.589939531,0.786503376,0.623439281,1.547630833,0.009145139,0.01203312,0.007568288,0.020217454,0.027527572,0.009952738,0.02796825,0.022333275,0.011182304,0.024515967,0.014016708,0.004712665,0.007305443
41,32.24477943,1.501731487,0.828308125,0.362558587,1.498586967,0.009589228,0.011517702,0.007669615,0.035192482,0.045116209,0.000755229,0.021998531,0.037534158,0.010320137,0.043002508,0.010848949,0.003982662,0.012116804
42,26.11170201,1.608665571,0.648150382,0.53774491,1.472551369,0.011253813,0.012265076,0.007624379,0.026529972,0.042004534,0.007964063,0.041145597,0.0267867,0.011315112,0.034527029,0.013227427,0.004316529,0.012452345
43,22.75096627,1.649328888,0.739584711,0.378343809,1.536066141,0.00701749,0.00823871,0.004995189,0.020420519,0.030257456,0.024771649,0.022079449,0.027155374,0.007397323,0.022040254,0.008003893,0.00269329,0.003716732
44,23.65293731,1.537401973,0.629635922,0.542145301,1.410700435,0.008685297,0.010503971,0.006832287,0.023355786,0.034682631,0.025073024,0.031895476,0.025691122,0.009564211,0.018048691,0.01245792,0.003660276,0.010467531
45,28.16605384,1.654198862,0.771875375,0.533741864,1.394655868,0.00856599,0.011578448,0.006999429,0.029226272,0.050330604,0.000341805,0.009161596,0.032185099,0.01039223,0.02339885,0.014923755,0.003573183,0.006072451
46,22.34762122,1.438382879,0.748545433,0.649006618,1.534909579,0.008475899,0.010085532,0.007011716,0.022050893,0.0365272,0.001995082,0.018950185,0.025127925,0.009859286,0.013616682,0.015146913,0.003411897,0.008669701
47,20.07377346,1.311210613,0.668868733,0.671633319,1.875572532,0.008560549,0.009695101,0.007394007,0.020666115,0.026083519,0.002447112,0.028714869,0.022488998,0.00953078,0.016471103,0.017726506,0.003639361,0.007525164
48,25.70710478,1.841361371,0.831257856,0.364863984,1.537547772,0.007436546,0.011249332,0.006109247,0.026828383,0.038570807,0.00705284,0.015104973,0.034026253,0.01001838,0.022358438,0.012845213,0.002775897,0
50,16.82110604,1.702393202,0.800367918,0.467866485,1.662981815,0.006459024,0.008748758,0.005139094,0.017660692,0.032132503,0,0.018365904,0.024012068,0.008095855,0.006471156,0.012635745,0.002099288,0.003900026
51,20.84456794,1.423677428,0.703789067,0.53075516,1.816342339,0.008469925,0.010751858,0.007552173,0.018719371,0.031418282,0.01442615,0.033908614,0.023381345,0.009497235,0.018168204,0.016701904,0.003904402,0.008159327
52,29.74144344,1.491280841,0.779498126,0.379858448,1.663878624,0.011265983,0.01414746,0.009486785,0.037819271,0.037654376,0.01675122,0.033146541,0.043707525,0.012765944,0.036872108,0.01707575,0.004591094,0.007991204
53,39.58990822,1.052480627,0.927640938,0.851433775,1.669163294,0.014324056,0.016416548,0.015597957,0.030337636,0.02098804,0.018388526,0.035676937,0.031035609,0.016584137,0.027848191,0.024395778,0.01125008,0.014440874
54,25.06113936,1.330755816,0.684419433,0.634698083,1.718822435,0.010526101,0.012473205,0.009373023,0.023274071,0.02892133,0.0122998,0.036178259,0.027219455,0.010852717,0.022140247,0.016483849,0.005765378,0.010582555
55,31.18219744,1.228920417,0.803526284,0.8103557,1.732252899,0.014388283,0.015849168,0.012896822,0.030828495,0.023720988,0.010514191,0,0.033157244,0.01641468,0.023114692,0.026912642,0.007752756,0
56,30.73820662,1.662841782,0.674161789,0.335130565,1.636603225,0.007180749,0.009331391,0.005611713,0.022494637,0.042678003,0.029986116,0,0.030855564,0.007907653,0.036977808,0.010396605,0.003145308,0
57,44.96543901,1.924302873,0.604810026,0.371666033,1.68419793,0.008391329,0.011382768,0.005915268,0.022230959,0.08275572,0.026752502,0.009940399,0.033113207,0.010608,0.028003961,0.013835095,0.002875179,0
58,32.28664474,2.119286194,1.196073172,0.43928035,1.91005279,0.00860842,0.013420294,0.00633246,0.019893627,0.03796269,0.005482378,0.012263594,0.024528315,0.011884232,0.024556646,0.012442332,0.002456422,0.000939573
59,21.54512099,1.849323437,0.533890752,0.539625719,1.891864762,0.007914979,0.01017612,0.005502618,0.011248481,0.020532539,0.015374866,0,0.015406364,0.009241185,0.024930016,0.01317982,0.002635004,0
60,36.00794148,1.747834064,0.652095669,0.472411189,1.932097466,0.009719033,0.012507825,0.007156186,0.025752893,0.050701294,0.014620675,0.018492441,0.031050045,0.011427436,0.023147072,0.015723882,0.003373869,0.004913978
61,20.50769341,1.630139733,0.494966129,0.373460654,1.851866495,0.008315215,0.010127478,0.006212644,0.017224166,0.030773756,0.01562914,0.012998986,0.027101966,0.008745894,0.029092399,0.014154905,0.002960286,0
62,35.946161,1.610477227,1.121185601,0.629126502,1.789518789,0.012122313,0.016947608,0.010523345,0.036267218,0.053692823,0.01343046,0.004010442,0.043018606,0.014965993,0.025417492,0.022094322,0.005936246,0.003296027
63,23.88173452,1.596171214,0.796356326,0.28956542,1.981510724,0.00770124,0.01084625,0.006795167,0.030127947,0.033020468,0.012565921,0.020656621,0.039619192,0.008872004,0.036827745,0.011003129,0.002386382,0.005368419
64,31.46112341,1.418694288,0.702367404,0.481172163,1.894514552,0.008633969,0.010036394,0.007074388,0.03134387,0.051988722,0.031931591,0.009693592,0.033799122,0.009418322,0.021466034,0.016137011,0.003249302,0.001269628
65,43.12133659,1.500297805,1.258024176,0.708598737,1.863427069,0.014453152,0.022114146,0.014739838,0.06628072,0.061731542,0.013947623,0.009188559,0.068430739,0.020189303,0.030846707,0.026564595,0.01109071,0.011099907
66,32.00926953,1.217851536,0.759452274,0.644946382,1.679342017,0.013596801,0.0146669,0.012043258,0.043404636,0.037784485,0.018911431,0.037116039,0.044360421,0.014285898,0.02382604,0.023377499,0.007408578,0.014090602
67,34.94894673,1.301286709,0.77291329,0.50726064,1.692360126,0.012516373,0.013857932,0.010649407,0.031355046,0.043649206,0.038445125,0.022127299,0.037732533,0.013244858,0.020832312,0.020527084,0.006891336,0.011261762
68,29.10470699,1.756389806,0.704006281,0.324032323,1.582622808,0.007917701,0.010453943,0.005951949,0.025391742,0.042912454,0.021591384,0.012651935,0.033110399,0.009098065,0.030472405,0.010568219,0.002806522,0.004158337
69,44.94263507,1.392117987,0.834487148,0.577352861,1.646104649,0.013900617,0.017250137,0.01239129,0.040598341,0.045740244,0.026223308,0.005062151,0.042832057,0.016182642,0.0341486,0.022870177,0.007268311,0.010421659
70,40.89612073,1.356136531,0.766634724,0.404840119,1.790659512,0.009218683,0.01041083,0.00767683,0.029555268,0.050547438,0.030222358,0.029608614,0.035244888,0.009918044,0.028732771,0.014335493,0.003969027,0.011648812
71,27.98892732,1.283686015,0.90248648,0.529183015,1.811634809,0.007991127,0.00929587,0.007241545,0.029092251,0.033873682,0.016195556,0.007363911,0.03107238,0.009029398,0.018044374,0.010376216,0.004014008,0.006623679
72,23.51026246,1.434643372,0.685224211,0.450505883,1.724272815,0.008165042,0.010404976,0.007252657,0.021745017,0.03654816,0.023702304,0.018421652,0.028320533,0.009319333,0.018052136,0.013683119,0.003423765,0.006617718
73,27.61027683,1.510961159,0.942574159,0.422877921,1.771092555,0.007506273,0.010578582,0.007001227,0.035469738,0.037197821,0.010583003,0.014800394,0.036421455,0.009418176,0.017992997,0.012280234,0.003364439,0.015225858
74,32.71583262,1.52736189,0.871018504,0.347290426,1.544969392,0.006475425,0.007682063,0.005029628,0.026896919,0.045837921,0.032303643,0,0.029704514,0.007920951,0.027888644,0.009651638,0.002651126,0.001406311
75,25.57971518,1.392114029,0.868486669,0.555483296,1.520313187,0.006760205,0.008314905,0.005972862,0.029783208,0.038905184,0.006753685,0.007753385,0.03187101,0.007395281,0.010507396,0.010514283,0.003178586,0.007763858
76,34.4831586,1.836046665,0.767096908,0.423615444,1.489647134,0.011130249,0.014668711,0.007989291,0.035436338,0.063171751,0.010204093,0,0.042015787,0.013550809,0.028389378,0.016554175,0.003712256,0.002176338
77,34.60811834,1.55297119,0.729084944,0.482253382,1.827410186,0.012007584,0.014629397,0.009420263,0.039651166,0.050552965,0.022144166,0.016582935,0.045842168,0.013719464,0.033314321,0.013622647,0.005123111,0.006746106
78,29.75510058,1.667021449,0.630835224,0.41746248,1.83337376,0.007663307,0.009258561,0.005553955,0.019748374,0.046360928,0.028049138,0.002572495,0.027348065,0.008711869,0.024518787,0.011212301,0.002819667,0.001657294
79,17.74419045,1.8559796,0.691743665,0.486474695,1.702654661,0.005380734,0.00766908,0.004132093,0.013251838,0.020325034,0.018101476,0,0.019600133,0.006687066,0.013230293,0.007170448,0.002222978,0
80,46.97619485,1.187124436,0.776239458,0.771443678,1.618353796,0.013423822,0.014862485,0.012519736,0.030341925,0.056268153,0.013264854,0.005949252,0.034248942,0.014970411,0.02651493,0.023105363,0.007894996,0.004711437
81,33.99861165,1.487747749,0.624999157,0.397795338,1.553796832,0.014526214,0.014764625,0.009924145,0.03598649,0.043560494,0.02576641,0.028944898,0.036964697,0.013722257,0.076544368,0.013040786,0.00521021,0.001562154
82,33.79308676,1.33715499,0.827198887,0.781667205,1.632303897,0.010143792,0.011982413,0.008961125,0.03029813,0.038931445,0.014050285,0.000297315,0.031286115,0.011300445,0.019731706,0.017863485,0.005382309,0.004757399
83,19.08766769,2.226698294,0.634033756,0.460242653,1.497138001,0.008698067,0.011311792,0.005080074,0.015669282,0.025927737,0.016462072,0,0.021317524,0.009634724,0.025398986,0.01298131,0.002329204,0
84,21.80117793,1.70027606,0.443549746,0.242702016,1.76358352,0.009997873,0.011475637,0.006749279,0.024520672,0.023625355,0.00243813,0.030292166,0.025539843,0.009226443,0.099329588,0.000946316,0.004591367,0
85,21.32368379,1.413750004,0.728652265,0.504086306,1.373057642,0.006700073,0.008783586,0.00621297,0.027305077,0.032932348,0.023979061,0,0.03062902,0.008043763,0.018569786,0.010348977,0.003794009,0
86,25.27342341,1.990076777,0.565419614,0.353121918,1.659779712,0.009764904,0.011566017,0.005811845,0.018872638,0.033280127,0.023016353,0.020067642,0.020765379,0.009698565,0.054713708,0.007546047,0.003429682,0
87,17.59836802,1.673335262,0.638223168,0.554146962,1.598914204,0.007853831,0.010749358,0.006423912,0.015699392,0.028076335,0.008792358,0,0.021299111,0.00941444,0.019660897,0.014834977,0.003240992,0
89,17.67030036,1.593065626,0.57056241,0.491741389,1.817960788,0.007138851,0.009238801,0.005799385,0.015696535,0.025695776,0.014302415,0.005235692,0.020570891,0.007972861,0.024459,0.008515877,0.003773622,0.002248912
90,35.9085228,1.256804328,0.82150425,1.09126783,1.792682531,0.02125116,0.024482298,0.019479801,0.038807136,0.038071999,0.019676891,0.008526043,0.042719065,0.023362487,0.030443414,0.034041054,0.011516218,0.006195037
91,15.55920602,1.679487426,0.741694382,0.526251774,1.749632876,0.008342158,0.011680648,0.006954889,0.022110048,0.023609888,0.020139207,0.010285898,0.025404295,0.010279223,0.017665117,0.016624981,0.003500909,0.007688097
92,16.80341064,1.829993462,0.644028759,0.318624811,1.755697604,0.010252954,0.011747862,0.006419619,0.017365647,0.013792538,0.01980999,0.031962389,0.014794296,0.010101954,0.078354394,0.005592989,0.003921979,0.003517952
93,29.28890216,1.717551561,0.92749781,0.300062224,1.394610701,0.013204993,0.018350519,0.010684115,0.047864979,0.027950752,0.013810265,0.055932825,0.038972175,0.015404307,0.110757173,0.007631653,0.006803839,0.011355547
94,27.02681038,1.723448982,0.62574078,0.661591636,1.526312526,0.017644593,0.021330352,0.01237655,0.036820027,0.02597169,0.017687385,0.022845056,0.040433366,0.018977991,0.024966305,0.023990627,0.004235214,0.007015168
95,36.22423831,1.43968981,0.678810837,0.53894925,1.596600798,0.022321095,0.023730033,0.01648274,0.05455046,0.055154205,0.020625043,0.068699376,0.050790636,0.021736628,0.097063223,0.034065651,0.008637963,0.0238259
96,23.00685689,1.431776624,0.806209375,0.891468843,1.566978689,0.013221232,0.017263809,0.012057613,0.026406341,0.029458152,0.022001025,0.005910562,0.032856522,0.015954266,0.00783284,0.023756624,0.007565034,0.008583561
97,46.97688437,1.453193396,0.719961167,0.389388392,1.591990406,0.021876764,0.026620652,0.018318727,0.103020279,0.123746874,0.023045536,0.07661207,0.097085766,0.025212796,0.103942101,0.027496399,0.007619236,0.046765191
98,19.13472264,1.75909584,0.755155052,0.503433291,1.595234176,0.008288865,0.012456046,0.007080936,0.030325108,0.033121094,0.009182066,0.010415769,0.035373909,0.01013369,0.008144051,0.011307958,0.003836326,0.006918241
99,23.13863339,1.319938721,0.749291792,0.803635598,1.58342786,0.010490319,0.013681281,0.010365088,0.018564988,0.015494904,0,0.016214265,0.024045214,0.012028491,0.006547079,0.015742029,0.007261745,0.008939643
100,17.11834976,1.704269167,0.719531159,0.534072912,1.760147757,0.006957068,0.009453128,0.005546734,0.017446543,0.021989299,0.009452116,0.010846026,0.024007578,0.007766682,0.004182244,0.007177271,0.003661755,0.002918164
101,20.89527623,1.814921579,0.78498084,0.439392867,1.483087529,0.010354445,0.013483836,0.007429432,0.029124385,0.018955499,0.01118346,0.030699957,0.031304178,0.011726802,0.02223305,0.01137648,0.004445452,0.011668092
102,19.70058123,1.378613498,0.840620157,0.444432683,1.738500516,0.008155724,0.009681634,0.007022732,0.022359213,0.021588299,0.019990446,0.01941066,0.025489794,0.009239621,0.015860219,0.007585134,0.003858528,0.003517925
103,24.19000648,1.547452438,0.856289056,0.556458908,1.844989488,0.010790797,0.014116664,0.009122519,0.028678669,0.017499401,0.008447494,0.010093701,0.033299809,0.012922405,0.012599302,0.013066773,0.006221478,0.007881124
104,50.75814515,1.256089215,0.617394937,0.664550186,1.563777668,0.032009889,0.032462215,0.025843877,0.061021834,0.057889234,0.022050493,0.070140657,0.054967388,0.030189314,0.111199304,0.035595562,0.016786457,0.026399078
105,37.23340639,1.61259659,0.833172405,0.421535969,1.487188376,0.01087218,0.014696243,0.009113403,0.038098091,0.05469274,0.015625779,0.025019569,0.042927945,0.013413574,0.029111051,0.016551125,0.004595716,0.009482698
106,34.47086305,2.199842038,0.660636857,0.408277501,1.705456595,0.011656865,0.016621242,0.007555653,0.024997712,0.043161939,0.008118404,0.0250378,0.031573459,0.013970771,0.040865607,0.012189296,0.004232228,0.00534054
