"","Abundance","Site_number","Family"
"9068",0,"41","Bacteriovoracaceae"
"9069",0,"172","Bacteriovoracaceae"
"9070",0,"107","Bacteriovoracaceae"
"9071",0,"129","Bacteriovoracaceae"
"9072",0,"65","Bacteriovoracaceae"
"9073",0,"54","Bacteriovoracaceae"
"9074",0,"188","Bacteriovoracaceae"
"9075",0,"153","Bacteriovoracaceae"
"9076",0,"162","Bacteriovoracaceae"
"9077",0,"209","Bacteriovoracaceae"
"9078",0,"142","Bacteriovoracaceae"
"9079",0,"151","Bacteriovoracaceae"
"9080",0,"87","Bacteriovoracaceae"
"9081",0,"170","Bacteriovoracaceae"
"9082",0,"130","Bacteriovoracaceae"
"9083",0,"116","Bacteriovoracaceae"
"9084",0,"90","Rhodobacteraceae"
"9085",0,"38","Rhodobacteraceae"
"9086",0,"210","Rhodobacteraceae"
"9087",0,"59","Rhodobacteraceae"
"9088",0,"204","Rhodobacteraceae"
"9089",0,"81","Rhodobacteraceae"
"9090",0,"145","Rhodobacteraceae"
"9091",0,"OPU 1","Rhodobacteraceae"
"9092",0,"50","Rhodobacteraceae"
"9093",0,"165","Rhodobacteraceae"
"9094",0,"156","Rhodobacteraceae"
"9095",0,"83","Rhodobacteraceae"
"9096",0,"43","Rhodobacteraceae"
"9097",0,"167","Rhodobacteraceae"
"9098",0,"151","Rhodobacteraceae"
"9099",0,"91","Rhodobacteraceae"
"9100",0,"176","Rhodobacteraceae"
"9101",0,"56","Rhodobacteraceae"
"9102",0,"143","Rhodobacteraceae"
"9103",0,"100","Rhodobacteraceae"
"9104",0,"138","Rhodobacteraceae"
"9105",0,"202","Rhodobacteraceae"
"9106",0,"137","Rhodobacteraceae"
"9107",0,"62","Rhodobacteraceae"
"9108",0,"162","Rhodobacteraceae"
"9109",0,"142","Rhodobacteraceae"
"9110",0,"84","Rhodobacteraceae"
"9111",0,"122","Rhodobacteraceae"
"9112",0,"117","Rhodobacteraceae"
"9113",0,"201","Rhodobacteraceae"
"9114",0,"Cook's 1","Rhodobacteraceae"
"9115",0,"175","Rhodobacteraceae"
"9116",0,"180","Rhodobacteraceae"
"9117",0,"147","Rhodobacteraceae"
"9118",0,"173","Rhodobacteraceae"
"9119",0,"79","Rhodobacteraceae"
"9120",0,"154","Rhodobacteraceae"
"9121",0,"170","Rhodobacteraceae"
"9122",0,"OPU 2","Rhodobacteraceae"
"9123",0,"85","Rhodobacteraceae"
"9124",0,"208","Rhodobacteraceae"
"9125",0,"93","Rhodobacteraceae"
"9126",0,"48","Rhodobacteraceae"
"9127",0,"140","Rhodobacteraceae"
"9128",0,"57","Rhodobacteraceae"
"9129",0,"168","Rhodobacteraceae"
"9130",0,"157","Rhodobacteraceae"
"9131",0,"51","Rhodobacteraceae"
"9132",0,"131","Rhodobacteraceae"
"9133",0,"41","Rhodobacteraceae"
"9134",0,"102","Rhodobacteraceae"
"9135",0,"188","Rhodobacteraceae"
"9136",0,"163","Rhodobacteraceae"
"9137",0,"55","Rhodobacteraceae"
"9138",0,"166","Rhodobacteraceae"
"9139",0,"144","Rhodobacteraceae"
"9140",0,"205","Rhodobacteraceae"
"9141",0,"178","Rhodobacteraceae"
"9142",0,"209","Rhodobacteraceae"
"9143",0,"42","Rhodobacteraceae"
"9144",0,"64","Rhodobacteraceae"
"9145",0,"130","Rhodobacteraceae"
"9146",0,"126","Rhodobacteraceae"
"9147",0,"155","Rhodobacteraceae"
"9148",0,"133","Rhodobacteraceae"
"9149",0,"29","Rhodobacteraceae"
"9150",0,"129","Rhodobacteraceae"
"9151",0,"52","Rhodobacteraceae"
"9152",0,"69","Rhodobacteraceae"
"9153",0,"153","Rhodobacteraceae"
"9154",0,"39","Rhodobacteraceae"
"9155",0,"116","Rhodobacteraceae"
"9156",0,"107","Rhodobacteraceae"
"9157",0,"169","Rhodobacteraceae"
"9158",0,"139","Rhodobacteraceae"
"9159",0,"128","Rhodobacteraceae"
"9160",0,"89","Rhodobacteraceae"
"9161",0,"179","Rhodobacteraceae"
"9162",0,"121","Rhodobacteraceae"
"9163",0,"87","Rhodobacteraceae"
"9164",0,"149","Rhodobacteraceae"
"9165",0,"105","Rhodobacteraceae"
"9166",0,"65","Rhodobacteraceae"
"9167",0,"172","Rhodobacteraceae"
"9168",0,"206","Rhodobacteraceae"
"9169",0,"160","Rhodobacteraceae"
"9170",0,"40","Rhodobacteraceae"
"9171",0,"54","Rhodobacteraceae"
"9172",0,"137","Bacteriovoracaceae"
"9173",0,"Cook's 1","Bacteriovoracaceae"
"9174",0,"91","Bacteriovoracaceae"
"9175",0,"122","Bacteriovoracaceae"
"9176",0,"38","Bacteriovoracaceae"
"9177",0,"131","Bacteriovoracaceae"
"9178",0,"62","Bacteriovoracaceae"
"9179",0,"179","Bacteriovoracaceae"
"9180",0,"157","Bacteriovoracaceae"
"9181",0,"84","Bacteriovoracaceae"
"9182",0,"145","Bacteriovoracaceae"
"9183",0,"176","Bacteriovoracaceae"
"9184",0,"138","Bacteriovoracaceae"
"9185",0,"81","Bacteriovoracaceae"
"9186",0,"57","Bacteriovoracaceae"
"9187",0,"52","Bacteriovoracaceae"
"9188",0,"55","Bacteriovoracaceae"
"9189",0,"40","Bacteriovoracaceae"
"9190",0,"156","Bacteriovoracaceae"
"9191",0,"204","Bacteriovoracaceae"
"9192",0,"121","Bacteriovoracaceae"
"9193",0,"144","Bacteriovoracaceae"
"9194",0,"147","Bacteriovoracaceae"
"9195",0,"50","Bacteriovoracaceae"
"9196",0,"41","Bacteriovoracaceae"
"9197",0,"180","Bacteriovoracaceae"
"9198",0,"69","Bacteriovoracaceae"
"9199",0,"208","Bacteriovoracaceae"
"9200",0,"169","Bacteriovoracaceae"
"9201",0,"OPU 1","Bacteriovoracaceae"
"9202",0,"53","Bacteriovoracaceae"
"9203",0,"206","Bacteriovoracaceae"
"9204",0,"133","Bacteriovoracaceae"
"9205",0,"167","Bacteriovoracaceae"
"9206",0,"126","Bacteriovoracaceae"
"9207",0,"64","Bacteriovoracaceae"
"9208",0,"117","Bacteriovoracaceae"
"9209",0,"143","Bacteriovoracaceae"
"9210",0,"160","Bacteriovoracaceae"
"9211",0,"165","Bacteriovoracaceae"
"9212",0,"151","Bacteriovoracaceae"
"9213",0,"100","Bacteriovoracaceae"
"9214",0,"140","Bacteriovoracaceae"
"9215",0,"202","Bacteriovoracaceae"
"9216",0,"205","Bacteriovoracaceae"
"9217",0,"89","Bacteriovoracaceae"
"9218",0,"83","Bacteriovoracaceae"
"9219",0,"178","Bacteriovoracaceae"
"9220",0,"51","Bacteriovoracaceae"
"9221",0,"85","Bacteriovoracaceae"
"9222",0,"173","Bacteriovoracaceae"
"9223",0,"210","Bacteriovoracaceae"
"9224",0,"48","Bacteriovoracaceae"
"9225",0,"59","Bacteriovoracaceae"
"9226",0,"129","Bacteriovoracaceae"
"9227",0,"OPU 2","Bacteriovoracaceae"
"9228",0,"93","Bacteriovoracaceae"
"9229",0,"170","Bacteriovoracaceae"
"9230",0,"39","Bacteriovoracaceae"
"9231",0,"149","Bacteriovoracaceae"
"9232",0,"168","Bacteriovoracaceae"
"9233",0,"105","Bacteriovoracaceae"
"9234",0,"142","Bacteriovoracaceae"
"9235",0,"107","Bacteriovoracaceae"
"9236",0,"201","Bacteriovoracaceae"
"9237",0,"90","Bacteriovoracaceae"
"9238",0,"172","Bacteriovoracaceae"
"9239",0,"56","Bacteriovoracaceae"
"9240",0,"130","Bacteriovoracaceae"
"9241",0,"54","Bacteriovoracaceae"
"9242",0,"116","Bacteriovoracaceae"
"9243",0,"79","Bacteriovoracaceae"
"9244",0,"29","Bacteriovoracaceae"
"9245",0,"209","Bacteriovoracaceae"
"9246",0,"43","Bacteriovoracaceae"
"9247",0,"128","Bacteriovoracaceae"
"9248",0,"153","Bacteriovoracaceae"
"9249",0,"163","Bacteriovoracaceae"
"9250",0,"102","Bacteriovoracaceae"
"9251",0,"139","Bacteriovoracaceae"
"9252",0,"188","Bacteriovoracaceae"
"9253",0,"154","Bacteriovoracaceae"
"9254",0,"42","Bacteriovoracaceae"
"9255",0,"175","Bacteriovoracaceae"
"9256",0,"166","Bacteriovoracaceae"
"9257",0,"155","Bacteriovoracaceae"
"9258",0,"65","Bacteriovoracaceae"
"9259",0,"87","Bacteriovoracaceae"
"9260",0,"204","Pirellulaceae"
"9261",0,"121","Pirellulaceae"
"9262",0,"50","Pirellulaceae"
"9263",0,"55","Pirellulaceae"
"9264",0,"210","Pirellulaceae"
"9265",0,"57","Pirellulaceae"
"9266",0,"142","Pirellulaceae"
"9267",0,"64","Pirellulaceae"
"9268",0,"38","Pirellulaceae"
"9269",0,"201","Pirellulaceae"
"9270",0,"91","Pirellulaceae"
"9271",0,"100","Pirellulaceae"
"9272",0,"89","Pirellulaceae"
"9273",0,"133","Pirellulaceae"
"9274",0,"39","Pirellulaceae"
"9275",0,"81","Pirellulaceae"
"9276",0,"156","Pirellulaceae"
"9277",0,"59","Pirellulaceae"
"9278",0,"130","Pirellulaceae"
"9279",0,"163","Pirellulaceae"
"9280",0,"69","Pirellulaceae"
"9281",0,"85","Pirellulaceae"
"9282",0,"79","Pirellulaceae"
"9283",0,"176","Pirellulaceae"
"9284",0,"83","Pirellulaceae"
"9285",0,"43","Pirellulaceae"
"9286",0,"139","Pirellulaceae"
"9287",0,"OPU 1","Pirellulaceae"
"9288",0,"208","Pirellulaceae"
"9289",0,"Cook's 1","Pirellulaceae"
"9290",0,"56","Pirellulaceae"
"9291",0,"173","Pirellulaceae"
"9292",0,"154","Pirellulaceae"
"9293",0,"93","Pirellulaceae"
"9294",0,"205","Pirellulaceae"
"9295",0,"157","Pirellulaceae"
"9296",0,"41","Pirellulaceae"
"9297",0,"180","Pirellulaceae"
"9298",0,"144","Pirellulaceae"
"9299",0,"116","Pirellulaceae"
"9300",0,"172","Pirellulaceae"
"9301",0,"52","Pirellulaceae"
"9302",0,"138","Pirellulaceae"
"9303",0,"90","Pirellulaceae"
"9304",0,"48","Pirellulaceae"
"9305",0,"29","Pirellulaceae"
"9306",0,"202","Pirellulaceae"
"9307",0,"OPU 2","Pirellulaceae"
"9308",0,"51","Pirellulaceae"
"9309",0,"102","Pirellulaceae"
"9310",0,"87","Pirellulaceae"
"9311",0,"53","Pirellulaceae"
"9312",0,"149","Pirellulaceae"
"9313",0,"84","Pirellulaceae"
"9314",0,"140","Pirellulaceae"
"9315",0,"107","Pirellulaceae"
"9316",0,"131","Pirellulaceae"
"9317",0,"65","Pirellulaceae"
"9318",0,"137","Pirellulaceae"
"9319",0,"42","Pirellulaceae"
"9320",0,"122","Pirellulaceae"
"9321",0,"178","Pirellulaceae"
"9322",0,"117","Pirellulaceae"
"9323",0,"128","Pirellulaceae"
"9324",0,"62","Pirellulaceae"
"9325",0,"143","Pirellulaceae"
"9326",0,"147","Pirellulaceae"
"9327",0,"188","Pirellulaceae"
"9328",0,"168","Pirellulaceae"
"9329",0,"129","Pirellulaceae"
"9330",0,"145","Pirellulaceae"
"9331",0,"54","Pirellulaceae"
"9332",0,"206","Pirellulaceae"
"9333",0,"153","Pirellulaceae"
"9334",0,"105","Pirellulaceae"
"9335",0,"155","Pirellulaceae"
"9336",0,"175","Pirellulaceae"
"9337",0,"209","Pirellulaceae"
"9338",0,"160","Pirellulaceae"
"9339",0,"179","Pirellulaceae"
"9340",0,"170","Pirellulaceae"
"9341",0,"151","Pirellulaceae"
"9342",0,"169","Pirellulaceae"
"9343",0,"166","Pirellulaceae"
"9344",0,"126","Pirellulaceae"
"9345",0,"206","Bacteriovoracaceae"
"9346",0,"179","Bacteriovoracaceae"
"9347",0,"69","Bacteriovoracaceae"
"9348",0,"169","Bacteriovoracaceae"
"9349",0,"84","Bacteriovoracaceae"
"9350",0,"52","Bacteriovoracaceae"
"9351",0,"160","Bacteriovoracaceae"
"9352",0,"OPU 1","Bacteriovoracaceae"
"9353",0,"149","Bacteriovoracaceae"
"9354",0,"91","Bacteriovoracaceae"
"9355",0,"40","Bacteriovoracaceae"
"9356",0,"201","Bacteriovoracaceae"
"9357",0,"38","Bacteriovoracaceae"
"9358",0,"210","Bacteriovoracaceae"
"9359",0,"62","Bacteriovoracaceae"
"9360",0,"55","Bacteriovoracaceae"
"9361",0,"89","Bacteriovoracaceae"
"9362",0,"50","Bacteriovoracaceae"
"9363",0,"167","Bacteriovoracaceae"
"9364",0,"57","Bacteriovoracaceae"
"9365",0,"204","Bacteriovoracaceae"
"9366",0,"173","Bacteriovoracaceae"
"9367",0,"105","Bacteriovoracaceae"
"9368",0,"156","Bacteriovoracaceae"
"9369",0,"OPU 2","Bacteriovoracaceae"
"9370",0,"81","Bacteriovoracaceae"
"9371",0,"53","Bacteriovoracaceae"
"9372",0,"139","Bacteriovoracaceae"
"9373",0,"64","Bacteriovoracaceae"
"9374",0,"107","Bacteriovoracaceae"
"9375",0,"202","Bacteriovoracaceae"
"9376",0,"176","Bacteriovoracaceae"
"9377",0,"137","Bacteriovoracaceae"
"9378",0,"122","Bacteriovoracaceae"
"9379",0,"93","Bacteriovoracaceae"
"9380",0,"43","Bacteriovoracaceae"
"9381",0,"128","Bacteriovoracaceae"
"9382",0,"151","Bacteriovoracaceae"
"9383",0,"90","Bacteriovoracaceae"
"9384",0,"145","Bacteriovoracaceae"
"9385",0,"208","Bacteriovoracaceae"
"9386",0,"154","Bacteriovoracaceae"
"9387",0,"117","Bacteriovoracaceae"
"9388",0,"129","Bacteriovoracaceae"
"9389",0,"51","Bacteriovoracaceae"
"9390",0,"178","Bacteriovoracaceae"
"9391",0,"180","Bacteriovoracaceae"
"9392",0,"41","Bacteriovoracaceae"
"9393",0,"162","Bacteriovoracaceae"
"9394",0,"170","Bacteriovoracaceae"
"9395",0,"140","Bacteriovoracaceae"
"9396",0,"Cook's 1","Bacteriovoracaceae"
"9397",0,"131","Bacteriovoracaceae"
"9398",0,"143","Bacteriovoracaceae"
"9399",0,"39","Bacteriovoracaceae"
"9400",0,"100","Bacteriovoracaceae"
"9401",0,"205","Bacteriovoracaceae"
"9402",0,"54","Bacteriovoracaceae"
"9403",0,"56","Bacteriovoracaceae"
"9404",0,"29","Bacteriovoracaceae"
"9405",0,"157","Bacteriovoracaceae"
"9406",0,"48","Bacteriovoracaceae"
"9407",0,"83","Bacteriovoracaceae"
"9408",0,"87","Bacteriovoracaceae"
"9409",0,"168","Bacteriovoracaceae"
"9410",0,"59","Bacteriovoracaceae"
"9411",0,"175","Bacteriovoracaceae"
"9412",0,"85","Bacteriovoracaceae"
"9413",0,"166","Bacteriovoracaceae"
"9414",0,"102","Bacteriovoracaceae"
"9415",0,"79","Bacteriovoracaceae"
"9416",0,"172","Bacteriovoracaceae"
"9417",0,"147","Bacteriovoracaceae"
"9418",0,"126","Bacteriovoracaceae"
"9419",0,"209","Bacteriovoracaceae"
"9420",0,"142","Bacteriovoracaceae"
"9421",0,"155","Bacteriovoracaceae"
"9422",0,"133","Bacteriovoracaceae"
"9423",0,"116","Bacteriovoracaceae"
"9424",0,"130","Bacteriovoracaceae"
"9425",0,"144","Bacteriovoracaceae"
"9426",0,"188","Bacteriovoracaceae"
"9427",0,"153","Bacteriovoracaceae"
"9428",0,"138","Bacteriovoracaceae"
"9429",0,"42","Bacteriovoracaceae"
"9430",0,"121","Bacteriovoracaceae"
"9431",0,"163","Bacteriovoracaceae"
"9432",0,"65","Bacteriovoracaceae"
"9433",0,"179","Bacteriovoracaceae"
"9434",0,"40","Bacteriovoracaceae"
"9435",0,"206","Bacteriovoracaceae"
"9436",0,"59","Bacteriovoracaceae"
"9437",0,"85","Bacteriovoracaceae"
"9438",0,"169","Bacteriovoracaceae"
"9439",0,"160","Bacteriovoracaceae"
"9440",0,"62","Bacteriovoracaceae"
"9441",0,"201","Bacteriovoracaceae"
"9442",0,"176","Bacteriovoracaceae"
"9443",0,"167","Bacteriovoracaceae"
"9444",0,"204","Bacteriovoracaceae"
"9445",0,"64","Bacteriovoracaceae"
"9446",0,"149","Bacteriovoracaceae"
"9447",0,"53","Bacteriovoracaceae"
"9448",0,"139","Bacteriovoracaceae"
"9449",0,"50","Bacteriovoracaceae"
"9450",0,"87","Bacteriovoracaceae"
"9451",0,"205","Bacteriovoracaceae"
"9452",0,"83","Bacteriovoracaceae"
"9453",0,"38","Bacteriovoracaceae"
"9454",0,"56","Bacteriovoracaceae"
"9455",0,"43","Bacteriovoracaceae"
"9456",0,"52","Bacteriovoracaceae"
"9457",0,"137","Bacteriovoracaceae"
"9458",0,"122","Bacteriovoracaceae"
"9459",0,"154","Bacteriovoracaceae"
"9460",0,"168","Bacteriovoracaceae"
"9461",0,"90","Bacteriovoracaceae"
"9462",0,"210","Bacteriovoracaceae"
"9463",0,"54","Bacteriovoracaceae"
"9464",0,"156","Bacteriovoracaceae"
"9465",0,"29","Bacteriovoracaceae"
"9466",0,"81","Bacteriovoracaceae"
"9467",0,"128","Bacteriovoracaceae"
"9468",0,"202","Bacteriovoracaceae"
"9469",0,"147","Bacteriovoracaceae"
"9470",0,"208","Bacteriovoracaceae"
"9471",0,"41","Bacteriovoracaceae"
"9472",0,"100","Bacteriovoracaceae"
"9473",0,"151","Bacteriovoracaceae"
"9474",0,"105","Bacteriovoracaceae"
"9475",0,"117","Bacteriovoracaceae"
"9476",0,"178","Bacteriovoracaceae"
"9477",0,"163","Bacteriovoracaceae"
"9478",0,"Cook's 1","Bacteriovoracaceae"
"9479",0,"51","Bacteriovoracaceae"
"9480",0,"180","Bacteriovoracaceae"
"9481",0,"162","Bacteriovoracaceae"
"9482",0,"170","Bacteriovoracaceae"
"9483",0,"145","Bacteriovoracaceae"
"9484",0,"143","Bacteriovoracaceae"
"9485",0,"OPU 1","Bacteriovoracaceae"
"9486",0,"102","Bacteriovoracaceae"
"9487",0,"165","Bacteriovoracaceae"
"9488",0,"39","Bacteriovoracaceae"
"9489",0,"175","Bacteriovoracaceae"
"9490",0,"166","Bacteriovoracaceae"
"9491",0,"126","Bacteriovoracaceae"
"9492",0,"157","Bacteriovoracaceae"
"9493",0,"79","Bacteriovoracaceae"
"9494",0,"209","Bacteriovoracaceae"
"9495",0,"48","Bacteriovoracaceae"
"9496",0,"131","Bacteriovoracaceae"
"9497",0,"130","Bacteriovoracaceae"
"9498",0,"133","Bacteriovoracaceae"
"9499",0,"91","Bacteriovoracaceae"
"9500",0,"138","Bacteriovoracaceae"
"9501",0,"107","Bacteriovoracaceae"
"9502",0,"129","Bacteriovoracaceae"
"9503",0,"84","Bacteriovoracaceae"
"9504",0,"65","Bacteriovoracaceae"
"9505",0,"142","Bacteriovoracaceae"
"9506",0,"121","Bacteriovoracaceae"
"9507",0,"144","Bacteriovoracaceae"
"9508",0,"188","Bacteriovoracaceae"
"9509",0,"57","Bacteriovoracaceae"
"9510",0,"155","Bacteriovoracaceae"
"9511",0,"116","Bacteriovoracaceae"
"9512",0,"89","Bacteriovoracaceae"
"9513",0,"OPU 2","Bacteriovoracaceae"
"9514",0,"140","Bacteriovoracaceae"
"9515",0,"153","Bacteriovoracaceae"
"9516",0,"69","Bacteriovoracaceae"
"9517",0,"42","Bacteriovoracaceae"
"9518",0,"55","Bacteriovoracaceae"
"9519",0,"172","Bacteriovoracaceae"
"9520",0,"57","Pirellulaceae"
"9521",0,"122","Pirellulaceae"
"9522",0,"204","Pirellulaceae"
"9523",0,"43","Pirellulaceae"
"9524",0,"176","Pirellulaceae"
"9525",0,"84","Pirellulaceae"
"9526",0,"50","Pirellulaceae"
"9527",0,"156","Pirellulaceae"
"9528",0,"81","Pirellulaceae"
"9529",0,"210","Pirellulaceae"
"9530",0,"167","Pirellulaceae"
"9531",0,"201","Pirellulaceae"
"9532",0,"202","Pirellulaceae"
"9533",0,"143","Pirellulaceae"
"9534",0,"137","Pirellulaceae"
"9535",0,"145","Pirellulaceae"
"9536",0,"59","Pirellulaceae"
"9537",0,"117","Pirellulaceae"
"9538",0,"85","Pirellulaceae"
"9539",0,"51","Pirellulaceae"
"9540",0,"90","Pirellulaceae"
"9541",0,"162","Pirellulaceae"
"9542",0,"166","Pirellulaceae"
"9543",0,"OPU 1","Pirellulaceae"
"9544",0,"144","Pirellulaceae"
"9545",0,"133","Pirellulaceae"
"9546",0,"93","Pirellulaceae"
"9547",0,"131","Pirellulaceae"
"9548",0,"154","Pirellulaceae"
"9549",0,"62","Pirellulaceae"
"9550",0,"42","Pirellulaceae"
"9551",0,"147","Pirellulaceae"
"9552",0,"100","Pirellulaceae"
"9553",0,"102","Pirellulaceae"
"9554",0,"38","Pirellulaceae"
"9555",0,"Cook's 1","Pirellulaceae"
"9556",0,"155","Pirellulaceae"
"9557",0,"121","Pirellulaceae"
"9558",0,"83","Pirellulaceae"
"9559",0,"48","Pirellulaceae"
"9560",0,"29","Pirellulaceae"
"9561",0,"205","Pirellulaceae"
"9562",0,"91","Pirellulaceae"
"9563",0,"39","Pirellulaceae"
"9564",0,"116","Pirellulaceae"
"9565",0,"180","Pirellulaceae"
"9566",0,"175","Pirellulaceae"
"9567",0,"129","Pirellulaceae"
"9568",0,"41","Pirellulaceae"
"9569",0,"79","Pirellulaceae"
"9570",0,"173","Pirellulaceae"
"9571",0,"55","Pirellulaceae"
"9572",0,"209","Pirellulaceae"
"9573",0,"157","Pirellulaceae"
"9574",0,"172","Pirellulaceae"
"9575",0,"52","Pirellulaceae"
"9576",0,"69","Pirellulaceae"
"9577",0,"126","Pirellulaceae"
"9578",0,"208","Pirellulaceae"
"9579",0,"89","Pirellulaceae"
"9580",0,"56","Pirellulaceae"
"9581",0,"151","Pirellulaceae"
"9582",0,"160","Pirellulaceae"
"9583",0,"178","Pirellulaceae"
"9584",0,"142","Pirellulaceae"
"9585",0,"54","Pirellulaceae"
"9586",0,"130","Pirellulaceae"
"9587",0,"138","Pirellulaceae"
"9588",0,"206","Pirellulaceae"
"9589",0,"OPU 2","Pirellulaceae"
"9590",0,"87","Pirellulaceae"
"9591",0,"170","Pirellulaceae"
"9592",0,"168","Pirellulaceae"
"9593",0,"169","Pirellulaceae"
"9594",0,"65","Pirellulaceae"
"9595",0,"40","Pirellulaceae"
"9596",0,"163","Pirellulaceae"
"9597",0,"64","Pirellulaceae"
"9598",0,"188","Pirellulaceae"
"9599",0,"128","Pirellulaceae"
"9600",0,"105","Pirellulaceae"
"9601",0,"140","Pirellulaceae"
"9602",0,"179","Pirellulaceae"
"9603",0,"153","Pirellulaceae"
"9604",0,"139","Pirellulaceae"
"9605",0,"53","Pirellulaceae"
"9606",0,"107","Pirellulaceae"
"9607",0,"149","Pirellulaceae"
"9608",0,"168","Bacteriovoracaceae"
"9609",0,"121","Bacteriovoracaceae"
"9610",0,"149","Bacteriovoracaceae"
"9611",0,"178","Bacteriovoracaceae"
"9612",0,"128","Bacteriovoracaceae"
"9613",0,"57","Bacteriovoracaceae"
"9614",0,"165","Bacteriovoracaceae"
"9615",0,"139","Bacteriovoracaceae"
"9616",0,"145","Bacteriovoracaceae"
"9617",0,"48","Bacteriovoracaceae"
"9618",0,"175","Bacteriovoracaceae"
"9619",0,"40","Bacteriovoracaceae"
"9620",0,"OPU 1","Bacteriovoracaceae"
"9621",0,"93","Bacteriovoracaceae"
"9622",0,"140","Bacteriovoracaceae"
"9623",0,"91","Bacteriovoracaceae"
"9624",0,"131","Bacteriovoracaceae"
"9625",0,"130","Bacteriovoracaceae"
"9626",0,"122","Bacteriovoracaceae"
"9627",0,"176","Bacteriovoracaceae"
"9628",0,"62","Bacteriovoracaceae"
"9629",0,"Cook's 1","Bacteriovoracaceae"
"9630",0,"39","Bacteriovoracaceae"
"9631",0,"143","Bacteriovoracaceae"
"9632",0,"153","Bacteriovoracaceae"
"9633",0,"56","Bacteriovoracaceae"
"9634",0,"105","Bacteriovoracaceae"
"9635",0,"38","Bacteriovoracaceae"
"9636",0,"157","Bacteriovoracaceae"
"9637",0,"69","Bacteriovoracaceae"
"9638",0,"42","Bacteriovoracaceae"
"9639",0,"102","Bacteriovoracaceae"
"9640",0,"29","Bacteriovoracaceae"
"9641",0,"144","Bacteriovoracaceae"
"9642",0,"138","Bacteriovoracaceae"
"9643",0,"201","Bacteriovoracaceae"
"9644",0,"90","Bacteriovoracaceae"
"9645",0,"206","Bacteriovoracaceae"
"9646",0,"179","Bacteriovoracaceae"
"9647",0,"85","Bacteriovoracaceae"
"9648",0,"137","Bacteriovoracaceae"
"9649",0,"204","Bacteriovoracaceae"
"9650",0,"162","Bacteriovoracaceae"
"9651",0,"173","Bacteriovoracaceae"
"9652",0,"52","Bacteriovoracaceae"
"9653",0,"84","Bacteriovoracaceae"
"9654",0,"41","Bacteriovoracaceae"
"9655",0,"87","Bacteriovoracaceae"
"9656",0,"147","Bacteriovoracaceae"
"9657",0,"83","Bacteriovoracaceae"
"9658",0,"59","Bacteriovoracaceae"
"9659",0,"166","Bacteriovoracaceae"
"9660",0,"155","Bacteriovoracaceae"
"9661",0,"50","Bacteriovoracaceae"
"9662",0,"53","Bacteriovoracaceae"
"9663",0,"89","Bacteriovoracaceae"
"9664",0,"154","Bacteriovoracaceae"
"9665",0,"116","Bacteriovoracaceae"
"9666",0,"133","Bacteriovoracaceae"
"9667",0,"202","Bacteriovoracaceae"
"9668",0,"51","Bacteriovoracaceae"
"9669",0,"205","Bacteriovoracaceae"
"9670",0,"172","Bacteriovoracaceae"
"9671",0,"210","Bacteriovoracaceae"
"9672",0,"169","Bacteriovoracaceae"
"9673",0,"64","Bacteriovoracaceae"
"9674",0,"OPU 2","Bacteriovoracaceae"
"9675",0,"126","Bacteriovoracaceae"
"9676",0,"170","Bacteriovoracaceae"
"9677",0,"55","Bacteriovoracaceae"
"9678",0,"188","Bacteriovoracaceae"
"9679",0,"81","Bacteriovoracaceae"
"9680",0,"160","Bacteriovoracaceae"
"9681",0,"100","Bacteriovoracaceae"
"9682",0,"180","Bacteriovoracaceae"
"9683",0,"79","Bacteriovoracaceae"
"9684",0,"43","Bacteriovoracaceae"
"9685",0,"117","Bacteriovoracaceae"
"9686",0,"151","Bacteriovoracaceae"
"9687",0,"208","Bacteriovoracaceae"
"9688",0,"129","Bacteriovoracaceae"
"9689",0,"65","Bacteriovoracaceae"
"9690",0,"156","Bacteriovoracaceae"
"9691",0,"209","Bacteriovoracaceae"
"9692",0,"54","Bacteriovoracaceae"
"9693",0,"163","Bacteriovoracaceae"
"9694",0,"142","Bacteriovoracaceae"
"9695",0,"107","Bacteriovoracaceae"
"9696",0,"204","Moraxellaceae"
"9697",0,"122","Moraxellaceae"
"9698",0,"105","Moraxellaceae"
"9699",0,"156","Moraxellaceae"
"9700",0,"55","Moraxellaceae"
"9701",0,"117","Moraxellaceae"
"9702",0,"56","Moraxellaceae"
"9703",0,"102","Moraxellaceae"
"9704",0,"131","Moraxellaceae"
"9705",0,"83","Moraxellaceae"
"9706",0,"100","Moraxellaceae"
"9707",0,"151","Moraxellaceae"
"9708",0,"129","Moraxellaceae"
"9709",0,"48","Moraxellaceae"
"9710",0,"202","Moraxellaceae"
"9711",0,"143","Moraxellaceae"
"9712",0,"90","Moraxellaceae"
"9713",0,"79","Moraxellaceae"
"9714",0,"157","Moraxellaceae"
"9715",0,"29","Moraxellaceae"
"9716",0,"140","Moraxellaceae"
"9717",0,"107","Moraxellaceae"
"9718",0,"59","Moraxellaceae"
"9719",0,"121","Moraxellaceae"
"9720",0,"155","Moraxellaceae"
"9721",0,"138","Moraxellaceae"
"9722",0,"OPU 1","Moraxellaceae"
"9723",0,"116","Moraxellaceae"
"9724",0,"137","Flavobacteriaceae"
"9725",0,"81","Flavobacteriaceae"
"9726",0,"139","Flavobacteriaceae"
"9727",0,"176","Flavobacteriaceae"
"9728",0,"168","Flavobacteriaceae"
"9729",0,"178","Flavobacteriaceae"
"9730",0,"210","Flavobacteriaceae"
