"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"43b126bd8c4ad84b20013b40052a1b5d","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae",NA,NA
"1437d69ba45cb79ef058493471376678","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae",NA,NA
"ee006e4f18a2fac8a68030884ef75c91","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae",NA,NA
"dd77284ca8c0ca187a6f84f68e2a0f72","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","lheB3-7",NA,NA
"923b93a8cece86802655cea89e581ce4","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","lheB3-7",NA,NA
"ccbe501cc8002c8cdc897ead1e793053","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","lheB3-7",NA,NA
"95af6d1dd69fb25b18a82adaf620b3dd","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","lheB3-7",NA,NA
"a8ab31f7585d4be056650706674d0c3c","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","lheB3-7",NA,NA
"574017fec72280b5d053f1e893c96d80","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","lheB3-7",NA,NA
"b4ee13bb931fcf1cfbeb86b3b675ca9e","Bacteria","Chlorobi","Ignavibacteria","Ignavibacteriales","lheB3-7",NA,NA
"aac8be890142e078e35c354120d9cd24","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"80cee5b93dd6cfe95d86eef2d6629362","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"803e7535bcd8aef6116b406a841eceaa","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"0187f622fcbf9b7ec62cfb7af215648b","Bacteria",NA,NA,NA,NA,NA,NA
"ef0159f842c7ca56f5f67acdb1d7021a","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"a7d5c0f37fae6cf13b36ed3d34b00011","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"97bd72d44cdf0737f699cec6c150df36","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"99d0ea4964a7667906316739e76392a0","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"b96a477a8d14335852672ea9242d8479","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"befbb0bf87678377c303297d2ae9b6c5","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"83ccb31eeb8936715aae7533f4ea8ab5","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"403db1719bb439174996ff1ae890b855","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"1aadbe0c1349e622bef5167f20347bc2","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"fe1b5bf65dd0be404e0e66266bc1a74e","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"8dde2787837a30d00e423474350c3242","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"d04255564ce5d04c15b08d196e25734b","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"f44dee023661c5730872fad3f1b75583","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"ccd23bed85e25e7e13a997a1ff8b3303","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"2f88d4a3d6cdffc0e100288a342f4810","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"0fe129871d118d9d4833ab16873cda7a","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"a9f2cd72238be967b20ef4e388c1c7e5","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"638f97550eaa0e24319296f27ef073f8","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"0a8480aec4a536adf5e2b8fb895755d1","Bacteria",NA,NA,NA,NA,NA,NA
"81e8998fa3305203b0a53a7e3bb86c38","Bacteria","WS3","PRR-12","GN03","KSB4",NA,NA
"14f66c783dc828c41d873628bcc3bd86","Bacteria","WS3","PRR-12","GN03","KSB4",NA,NA
"b5d1066a8e244fd69aaab6810083320d","Bacteria","WS3","PRR-12","GN03","KSB4",NA,NA
"4e30a458b03d486da1b70b72c139e12c","Bacteria","WS3","PRR-12","GN03","KSB4",NA,NA
"2f1389e4c7aac098f472ab7d18b2bba1","Bacteria","WS3","PRR-12","GN03",NA,NA,NA
"a170dcebee28ea92d50b2a9a384f0973","Bacteria","WS3","PRR-12","GN03",NA,NA,NA
"d37afe700cc668fc76919f56a8c8a6b3","Bacteria","WS3","PRR-12","GN03",NA,NA,NA
"3efcb99481a003bf09a13bea76b43573","Bacteria","WS3","PRR-12","GN03",NA,NA,NA
"63a7ad5dda28623e6024e57150f22d3b","Bacteria","WS3","PRR-12","GN03",NA,NA,NA
"5f435d571c0b1e31f1f769ffcc61e194","Bacteria","WS3","PRR-12","GN03",NA,NA,NA
"65fc8010b5529eefdb4cf1c84ee69800","Bacteria","OP8","SAW1_B6",NA,NA,NA,NA
"dfe5b60ba0e7dea94c3f24e1f4d2a52a","Bacteria",NA,NA,NA,NA,NA,NA
"01ace1e8ac393ef08a5e3f584401ebda","Bacteria",NA,NA,NA,NA,NA,NA
"17d73854a46ccf096c8bea4e8de36645","Bacteria",NA,NA,NA,NA,NA,NA
"b5181a1b3bb7684803d82c791f25edf8","Bacteria","BRC1","PRR-11",NA,NA,NA,NA
"99f6f95c9f126f9e5ad5ca74a0a6f6c0","Bacteria","BRC1","PRR-11",NA,NA,NA,NA
"8fb810668bb8aa8de28fdc079b810fb9","Bacteria","BRC1","PRR-11",NA,NA,NA,NA
"e7b46b13b64f265743abba0140887339","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium",NA
"1ce0b7fa5bec7e29bb34c80c34fffe40","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium",NA
"a22404d000e33d3a4b3b0103b05acee5","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales",NA,NA,NA
"39d3e1e8766c8892bda8336dd505be60","Bacteria",NA,NA,NA,NA,NA,NA
"6fdf95dbda1b6809a5fea5ca0237e188","Bacteria",NA,NA,NA,NA,NA,NA
"330c2c72994b917da87654942f685d48","Bacteria",NA,NA,NA,NA,NA,NA
"4bd35a1acd64cceafbe57923575e3776","Bacteria",NA,NA,NA,NA,NA,NA
"823403f6c31539b7cd68efe0ce818041","Bacteria",NA,NA,NA,NA,NA,NA
"22dda6203f9243994759f652cab3a8da","Bacteria",NA,NA,NA,NA,NA,NA
"7b596e99f716beb83c289f0fee6579c2","Bacteria",NA,NA,NA,NA,NA,NA
"b0bc176894058a01c1cf4a26362937ed","Bacteria",NA,NA,NA,NA,NA,NA
"9690a5717a4ef1a52a540454893aa0dd","Bacteria",NA,NA,NA,NA,NA,NA
"ffa1565292433c2577e285f617fc639a","Bacteria",NA,NA,NA,NA,NA,NA
"a9abf1ea270c03a64cffadbd28849089","Bacteria",NA,NA,NA,NA,NA,NA
"50414c4461a492dbe222a3411b39ae66","Bacteria","Armatimonadetes","[Fimbriimonadia]","[Fimbriimonadales]",NA,NA,NA
"ff9ad855da7d3bd2a7944249c7b97d02","Bacteria","Armatimonadetes","[Fimbriimonadia]","[Fimbriimonadales]","[Fimbriimonadaceae]",NA,NA
"bee4928e6982e8f2e788656117772a48","Bacteria","Armatimonadetes","[Fimbriimonadia]","[Fimbriimonadales]",NA,NA,NA
"553f70fc6f4c00caef0fe6400001de8c","Bacteria","Armatimonadetes","[Fimbriimonadia]","[Fimbriimonadales]",NA,NA,NA
"73abef538b8743a0de9c6feb3092dce2","Bacteria","Armatimonadetes","[Fimbriimonadia]","[Fimbriimonadales]",NA,NA,NA
"a5f5453d00b5066b5c502d1ca7effdfc","Bacteria",NA,NA,NA,NA,NA,NA
"1e861104d8c7bcec1c81e9027e96ed8b","Bacteria","WS5",NA,NA,NA,NA,NA
"b67ad16d6c3ce7ab6b8e9065aac6e615","Bacteria",NA,NA,NA,NA,NA,NA
"4957e1210aee7fbb8408e0c800393fbf","Bacteria",NA,NA,NA,NA,NA,NA
"736403803832c8be0899668824ad4bef","Bacteria",NA,NA,NA,NA,NA,NA
"0fdbc86c897748940bc1a5d26a41157f","Bacteria",NA,NA,NA,NA,NA,NA
"7690b4838ada1e1c0a8304f335f70463","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales",NA,NA,NA
"6288afa58a6f0996290b5f71bce0cc62","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales",NA,NA,NA
"fbab40608c496f1ec84746a3d8473be7","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales",NA,NA,NA
"e028eab09997a949d8a5da23361af126","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ceaec21aa3f87957dd2a9d8a40520746","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Azomonas","agilis"
"4203bf964a47ff471361f04c1f2c7821","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"c3421518747a00de2ca4a88c40eb2a24","Bacteria",NA,NA,NA,NA,NA,NA
"0d438fa7ee087e9ce73c5e3066a16de7","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"62cf9bde32ea1c3c9df3586c81c1f1e1","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales",NA,NA,NA
"b8449b1e03c9983040df7e3cab466579","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"c2dc6707fd65644dc37ebacb781e740c","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales",NA,NA,NA
"d222bccd4edf0d34919b3d3df81a03e4","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"d6429f68687ae190e8866bb1c3b56b48","Bacteria",NA,NA,NA,NA,NA,NA
"feb9e2f471f696653b222f94e940e8aa","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"2d7d45c2c2e64fdf60d0cb4a1f2e46b7","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"bac524010348610dea145056778daf72","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Porticoccus","hydrocarbonoclasticus"
"2a05ebf2c4c230f8e4abdfc4266a671e","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"1fc076bad27223432c8efdc34948ecfd","Bacteria",NA,NA,NA,NA,NA,NA
"b76bd0a8f02054e52479da39df564fa4","Bacteria",NA,NA,NA,NA,NA,NA
"e9b30b5998140ab316c87d5604600778","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales",NA,NA,NA
"ecd88cc190e008736946963d00bdea6a","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"57e60f4d697a10ddcdacd77791d787f8","Bacteria",NA,NA,NA,NA,NA,NA
"e3d6f496634d52ea30fa7c1d8e23f12a","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"1f9251b19fdc59182e4e24ed5f501e12","Bacteria",NA,NA,NA,NA,NA,NA
"154dccf97dd0b6a01cafe917deef11a8","Bacteria","OD1",NA,NA,NA,NA,NA
"51dd9c0b3fdcf1078d98b0a861a91562","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA,NA
"69f75f2034e43ab1c13c0ac999a9447a","Bacteria",NA,NA,NA,NA,NA,NA
"291fa1414955c19eaa27f45a7ca1e0ba","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA,NA
"f374a816ac3426c4e556f4dfdc686508","Bacteria",NA,NA,NA,NA,NA,NA
"048a06a6c3fb6789698d63b5cbe5bb64","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"6c8715c45151bca11a2ee9940b836afb","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"ffd0711761639a7fa3be2acf72a1cadc","Bacteria",NA,NA,NA,NA,NA,NA
"c7977617267555c5b31cec21e93a63c6","Bacteria",NA,NA,NA,NA,NA,NA
"8c1ede9af0fff32a404356165ef23744","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Orientia","chuto"
"46a32f4eb0a4975aa942f4b9641c090d","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Orientia","chuto"
"8333688f49189c82714c5e82966802ce","Bacteria",NA,NA,NA,NA,NA,NA
"93c8389de8bab7667025cd3d0dc76707","Bacteria",NA,NA,NA,NA,NA,NA
"ac3af5ab9d0fe3594a0cc104e6e9e25c","Bacteria",NA,NA,NA,NA,NA,NA
"8fa70cfec48a0ad8077771cb86413736","Bacteria",NA,NA,NA,NA,NA,NA
"3b8236f76246ef46064c7d93fa87bc3c","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA,NA
"fd56b4721e85edddf505191cb6efc71d","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"60a3ec9eb0b19f5cb44cbc6bfa067c06","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"7e02a2906fea3b4fc0d1af0fb9d01bf7","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA,NA
"1f44fecfaaf4aefc6656235668216f75","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA,NA
"1d50c93664b13eacbe388bd8cce0b0d2","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA,NA
"ae83663081c3766902c940dd51201453","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"76db31d8dcc1dad67574cf6056704d6a","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA,NA
"13bd6e6d632a8252b15dee77fb015b3f","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA,NA
"3857fdc93bf11b1b5b4bceebe0327c06","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"89347d7b31368c8569c5ba1fa4a0155c","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"a34e040a79a48236325c959b1a0fd35a","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"268bb7a3b3f0164783968df83d00edf6","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"a3e0d27a1c17b777805c4303fc610f4d","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA,NA
"633d2467e54b2e72076db1edde35c015","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA,NA
"1e2fa55520bbf3fce70dfd265e197388","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"289a0682e6f2e5018d69b32caa3925cc","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA,NA
"675209cabd0db1b2973bf918cf10738d","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"73149117aea0b3497d9b575394575bb5","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"ebcb0f4161eb10b0ba12659c53b15a6e","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA,NA
"d68425c5e84f7ffeea4298e25a379c23","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"6fb1638b6c6b78aebc89beb492d6c4aa","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"080501a37bcdc327d4e7b9ddf423d536","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA,NA
"9e5d2a48245c4cfcc2e4e856aae75baa","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA,NA
"b0cd6cfe3ba49752fd18aaeaf754ff2d","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"58aad1721c10d645281be34195a24682","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"1b284c851970c896d8ea678f39050414","Bacteria",NA,NA,NA,NA,NA,NA
"d4b80675e298c0526190614972c0d70c","Bacteria",NA,NA,NA,NA,NA,NA
"be65318672b905cefa67cc20c60b031c","Bacteria","OP8","OP8_1",NA,NA,NA,NA
"73fbfb9e8510beea680e913959d304ab","Bacteria","OP8","OP8_1",NA,NA,NA,NA
"00d1b3105258fe17575a3cf0c40df81f","Bacteria","OP8","OP8_1","HMMVPog-54",NA,NA,NA
"574166582cc9df4b23ce0801403a1ab7","Bacteria","OP8","OP8_1","HMMVPog-54",NA,NA,NA
"4972c38e29bbc8f394f5958db56366ed","Bacteria","OP8","OP8_1","HMMVPog-54",NA,NA,NA
"885db5e787a992781da1655835783c2e","Bacteria","OP8","OP8_1","HMMVPog-54",NA,NA,NA
"6933fdea8acfb081876a4a3f913fc10b","Bacteria","SAR406","AB16","Arctic96B-7","Sc-NB04",NA,NA
"d7fe6c02cf375a62ddf52c0ea6dde254","Bacteria","SAR406","AB16","Arctic96B-7","Sc-NB04",NA,NA
"181829f2e4622d2f691b964618f4118d","Bacteria","SAR406","AB16","Arctic96B-7","Sc-NB04",NA,NA
"1622b9ef3964f4deb5202650a2dd93a1","Bacteria","SAR406","AB16","Arctic96B-7","Sc-NB04",NA,NA
"c3f091394c1ed105d5b959447fd41293","Bacteria","SAR406","AB16","Arctic96B-7","Sc-NB04",NA,NA
"356255efe175532a97dca3a24d9bcbe6","Bacteria","SAR406","AB16","Arctic96B-7","Sc-NB04",NA,NA
"4afcb4e084affa541b94965f659a928d","Bacteria","SAR406","AB16","Arctic96B-7","Sc-NB04",NA,NA
"97f37ce0b66116a3e6e7008e426094b1","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae",NA,NA
"eadafd34a857bd71524e15b03ba190a5","Bacteria",NA,NA,NA,NA,NA,NA
"44b94baf9c8fb5df66b12c01e3c2500d","Bacteria","Spirochaetes","[Brevinematae]",NA,NA,NA,NA
"facecac0a89d58b8b1b8f31dab238b72","Bacteria","Spirochaetes","[Brevinematae]",NA,NA,NA,NA
"b168a899e3b13ad47a62c426b71f3695","Bacteria","Spirochaetes","[Brevinematae]",NA,NA,NA,NA
"1bd5fc7dfb12cf612a296cc6adf224cd","Bacteria","WPS-2",NA,NA,NA,NA,NA
"428c3baca3ee3e5bb41f6e45400193ff","Bacteria","WPS-2",NA,NA,NA,NA,NA
"44ed83e7994a8eae0c555f7b67c64e88","Bacteria","WPS-2",NA,NA,NA,NA,NA
"e8a732e3902db6b29c36a024cd8d3f1e","Bacteria","WPS-2",NA,NA,NA,NA,NA
"c4203b3efb0de12cbea341ac8c8251f7","Bacteria","WPS-2",NA,NA,NA,NA,NA
"18485f46fd353abb338050a07eac1195","Bacteria","WPS-2",NA,NA,NA,NA,NA
"04d6201fa60fd12fcbfb67b686878730","Bacteria","WPS-2",NA,NA,NA,NA,NA
"e72907c13af2918cf0e6a646fdd85406","Bacteria","WPS-2",NA,NA,NA,NA,NA
"369b51224d745c3f457fead69e41e32b","Bacteria","WPS-2",NA,NA,NA,NA,NA
"e056a5b0b3a3fb7baebbbebf5a2f0218","Bacteria","WPS-2",NA,NA,NA,NA,NA
"93f70cb79310400462036410b4df9d35","Bacteria","WPS-2",NA,NA,NA,NA,NA
"caf5d82f8eac432c9d0d485056ac9bfd","Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
"df22be52254c4267d6ee81d97ec6d6b2","Bacteria",NA,NA,NA,NA,NA,NA
"efc71fb38639f1b32a16dd0ed0f920e2","Bacteria",NA,NA,NA,NA,NA,NA
"e422e81d8a1f38215ba4c5636238bdf8","Bacteria",NA,NA,NA,NA,NA,NA
"4c51f2dfc57747545247d9545324aa0b","Bacteria",NA,NA,NA,NA,NA,NA
"e1a6d2ecab4e0e10d7d08da7ce0458c1","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20",NA,NA
"bdee1cb77a51ac0bcc9ad48b4e422254","Bacteria",NA,NA,NA,NA,NA,NA
"3336d3142549c961d0a9994a98bffacd","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20",NA,NA
"23b7de1350d734ca83925c56b7259cfa","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20",NA,NA
"f1dad51beeef22c2386f54c49f9ac167","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20",NA,NA
"2de96e155d5148f3cc4ffdd502b1839d","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20",NA,NA
"169af3af4891f514cf4e84d779d9e77b","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20",NA,NA
"195666ee2d287b98792f109d5e6056dd","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20",NA,NA
"b077b7e566833792a8f22137fd66f8d0","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20",NA,NA
"0c175dc0987568c3cda9b86c83cf0738","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20",NA,NA
"a3b691a83fa1088bf6b83fc1c8ba69e0","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","0319-6G20",NA,NA
"75ee5f4055d8f50f5ef031b92e9882c4","Bacteria",NA,NA,NA,NA,NA,NA
"111f4e890d78be5e65cdfbbe6d183d1c","Bacteria",NA,NA,NA,NA,NA,NA
"d1b0a3df2b3759523e3fe1c84e2e6dc3","Bacteria",NA,NA,NA,NA,NA,NA
"aed73ef8bb797729851c90be2bc38022","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"a15322edf9e6d04ede98ad25b844634a","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"620812ebdcbb70932792326b54db9d79","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"a78cf998f798ddd719b8c0e4fd3e5f00","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"0cafcb65f7701b7973b349fd146d4550","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"999b50e17ec30720c018c32f35859d9e","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"9c02ac08c2bc6495f6d516dfb51e9cfc","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"4dc65775dfa02d952195f3b83569f891","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"c683cd966441a0b9c8bdae94466ab222","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"5d80a9176e974160123cfff3c7791632","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"9e087cf3bdc0ddd3608dc90f7c250098","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"7909d8a0967e219537405ae0c6ecdec8","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"f4d5aee59fe249d5842e5402ce7c95e9","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"7b8714c659bdd670cf3bb0a43d937c83","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"3c8e19ee4bf364e2b0e56ec1bd734e4b","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"b1fb8da284f703f959bccdcc5f1b9ea5","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"81fb0c9df4080a40d9220799df0a2ec3","Bacteria",NA,NA,NA,NA,NA,NA
"f0b5b9b8fbd891de4b6e294790268b0c","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"2cdc9ecfdefd3dd26f091e7524dd46c6","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"ad3fecff6968c7781c5dfbeea759974b","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"9adcab21d53d0a13827aeacfa9c044a5","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"ae425536eb20c4d5e52d6b57c64c6c16","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"37ba9d6486631c4c8da986641e742d4e","Bacteria",NA,NA,NA,NA,NA,NA
"04a89e0a156fdc213c34bdb91525eee8","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"4092cecc6400dbcf085e76363a114129","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"da3b245ad0063d9fda8c883d5be0bb6a","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"76f049fbf2bda30d59714202c30b7a4e","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"6510a66b31893513805edd92918af579","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"55e82d19338a5a1b2cfb5cb2f4651289","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"a2acd030280adec8904e54a769d06ae5","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"6618493aa3384c5e124be519fa66d8a5","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"ebc1aab5a6dc26cc224f1e6e04671eeb","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"98faee8a50d7d65b52328842fe4b655d","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"2d9b3423af652cb7f56936441bd1807d","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"01b59d6ec8fb7c3d0aa7ea857d3368d1","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"b3fbb69c1d148e9904266284782a1f8d","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"2acea7fc44f950551ee0d33169595b16","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"5e17b3550a53bb0247ef7d313d949da0","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"738662b9d023c135a555fa889ee12a30","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"d9557995f2053f12e91fbc64312b930d","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"89457056919040c19eb70447cc2283d2","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"59b0d8318b6a452462d449b4f44187d4","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"92357010a2049cd5ad6b67cbc76227e9","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"f77808eea7d9f58568a94dffc422538a","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"e563a6bd7d48dd4c02de3e5f2f185531","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"e37c1a0a4148307912c56ba95a1a6ec6","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"0ed94ae4486f2e200f7ffc4e3cfed6ab","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"ec9b6d68f6589f78272fc265a184fffa","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"ac77a9b37e693241feb44bd4eb481d7a","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"7e4dd5332d5af2473b9386121b7f7010","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"42585bd84dc6f2ee19cf654e0db3a1bf","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"bfedbf7cadf4197b5f116933eeaf3ce1","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"4c8eb8c0b01660ea1e9f3a7a21e2484a","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"4b5b069d1efe4615280fae784d25268a","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"cec9f3c86844b13b66613ebb498968a9","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"57c261399d4c3076ef89eed4c7fd44c3","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"931d64677f9786a867affd637f58fdb2","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"5eaf7c4d9587fd787b3aa603ddbb2180","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"9ac6143f5b99e63bd0c2ad6bd158973c","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"0665b6e7ebfa0d62e1935414615d7b85","Bacteria","OP3","PBS-25",NA,NA,NA,NA
"bcebb8b32bbdbc74bd86466988a7a175","Bacteria","OP3","PBS-25",NA,NA,NA,NA
