"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"a1a26d22e682d8c5a1cebc5ec2b2f65f","Bacteria",NA,NA,NA,NA,NA,NA
"a1d59eac1fad4128be87a59a6305e856","Bacteria","Cyanobacteria","4C0d-2","SM2F09",NA,NA,NA
"a29e7c2ecdafc7e09baf385e14342c4f","Bacteria","Cyanobacteria","4C0d-2","SM2F09",NA,NA,NA
"eaa00f6725f5ca398fa6a59256fb912e","Bacteria","Cyanobacteria","4C0d-2","SM2F09",NA,NA,NA
"51735b3e194006c0107a008e73e85d68","Bacteria",NA,NA,NA,NA,NA,NA
"269655f195a188bb4a17782c6d44b978","Bacteria",NA,NA,NA,NA,NA,NA
"020afc42b50006a793cd6db5932befcd","Bacteria",NA,NA,NA,NA,NA,NA
"6b3ef608d8e8e6d5df62cac06dba2cdd","Bacteria",NA,NA,NA,NA,NA,NA
"1281bb06fb125dbb175bac71c8658343","Bacteria",NA,NA,NA,NA,NA,NA
"d4596ad8845266693ca4cd8fc9e35cd1","Bacteria",NA,NA,NA,NA,NA,NA
"02821d27b793d84dd2fd156f32b67530","Bacteria",NA,NA,NA,NA,NA,NA
"ea19b8dbf462ebe682fcddb64a03aac4","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"ce79083fe072ad4440f1735c576a44d1","Bacteria",NA,NA,NA,NA,NA,NA
"feed86902d24cfa1fc01c70b9a5aef9d","Bacteria",NA,NA,NA,NA,NA,NA
"aac1a2cfc1a91f5d20cfa08dbaca92ac","Bacteria",NA,NA,NA,NA,NA,NA
"aa3f7ac7306da3e6c47978bc095fc4f7","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA,NA
"06b9a7832ffd8567fe0051900c1358a6","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"da98c3ad9ad3b3030eb61834b0eb111c","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae",NA,NA
"571f4cd13f9c98a95ebc195da3a860de","Bacteria",NA,NA,NA,NA,NA,NA
"1b59fe78b0e35f03b34f8431dc6b7f0e","Bacteria",NA,NA,NA,NA,NA,NA
"2272a73ccd1fa0032a87feebf08dcbe4","Bacteria",NA,NA,NA,NA,NA,NA
"0ac84a4c73a1cbfb688bae1e1b272ded","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"b502c227154a24f33bc487f787e07e96","Bacteria",NA,NA,NA,NA,NA,NA
"d9ab5747064c5d2e17e8a7737d2698ff","Bacteria",NA,NA,NA,NA,NA,NA
"cdb1ae95a0e88f7f412458fbab9d96bf","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"a634d85505ddbfd3e6b4d123febf410e","Bacteria",NA,NA,NA,NA,NA,NA
"f91cf4988b928213791b62a9ea6436a8","Bacteria",NA,NA,NA,NA,NA,NA
"d163c0f479ac27d1dbe3068b2e451de2","Bacteria",NA,NA,NA,NA,NA,NA
"5ce3e92822ebc54a9173f136c7d397e7","Bacteria","OD1",NA,NA,NA,NA,NA
"73686a98f3c8a276cb9f2c69fe3d31b7","Bacteria",NA,NA,NA,NA,NA,NA
"ba527094f7def341ee5e14686cbca182","Bacteria",NA,NA,NA,NA,NA,NA
"60faf54404ae9e77ad1425e1c9260f0b","Bacteria",NA,NA,NA,NA,NA,NA
"1cf1cd8bf3b8f144028965487bebec66","Bacteria",NA,NA,NA,NA,NA,NA
"4cf3d4d28ecc591f37af04f0a74ea640","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"6d39aecdd438fa0008afc0a82914d065","Bacteria",NA,NA,NA,NA,NA,NA
"3c66208d9f0b4e1cdc4dce9ccbda87ca","Bacteria",NA,NA,NA,NA,NA,NA
"5595d8f0c619372c89e6cc526e360ad7","Bacteria",NA,NA,NA,NA,NA,NA
"e9895152ba391e519873a2f1596eccb5","Bacteria",NA,NA,NA,NA,NA,NA
"1b198e94d53158ac9d39d85ca796f5d8","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"730282da7a38e6e5aad89a6efe462047","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"16d9678e3d87ba4f881bcba6760c55d0","Bacteria",NA,NA,NA,NA,NA,NA
"3de792611243f17b5ffe9354591ef7cb","Bacteria",NA,NA,NA,NA,NA,NA
"bc3fefb4df707a551eda951e5603f8a1","Bacteria",NA,NA,NA,NA,NA,NA
"b0e2468b39e593f0866f2ad17a8f8eee","Bacteria",NA,NA,NA,NA,NA,NA
"be833a660527e5782ed9b79653a154e9","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"287c6d4f0c6175bfd39a2f9584416db1","Bacteria",NA,NA,NA,NA,NA,NA
"57631cb0badb160aaceb6a059a92bded","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"df5333f2bc04b30ce5a610f8a2eea884","Bacteria",NA,NA,NA,NA,NA,NA
"e595afa62eb01aaaa61f2d269c67b527","Bacteria",NA,NA,NA,NA,NA,NA
"7b080bd1ca502fa4e7b9afd5e1a7586d","Bacteria",NA,NA,NA,NA,NA,NA
"bedcfbdc64edcea1ae2c07ec28f48623","Bacteria",NA,NA,NA,NA,NA,NA
"ea41bf01745d097ac8971528c399bdaf","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"659017b800c8a920be6820bfe45ce84c","Bacteria",NA,NA,NA,NA,NA,NA
"dc6144d2792fe9dcb12050c2fd879854","Bacteria",NA,NA,NA,NA,NA,NA
"a9085db5db6ac8a9b6804f9eca70b1a8","Bacteria",NA,NA,NA,NA,NA,NA
"f794e7ebc8264101b81e102096a804fd","Bacteria",NA,NA,NA,NA,NA,NA
"fc482c519c2a148fdc31a7208739b575","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"9ec8ba3943851dd5c88cf163623decfd","Bacteria",NA,NA,NA,NA,NA,NA
"3829229cf800e68fb148d6054cd3cc96","Bacteria",NA,NA,NA,NA,NA,NA
"dfd148b503fec29bd2dfba9c41e5f80f","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"9cb5061007ddd2967c880386befcac44","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"51066c7a15af260933a193c8f7bd0b94","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"f0c3ea37b01a0b9cf0594d8ef0e6c74a","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"46fdb2e01779bc72f808b049ad70e2f4","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"1c2ec9ee2ccb64257c3f7812a3e6e4c9","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"3b2366370d281eab8df28bc452353561","Bacteria",NA,NA,NA,NA,NA,NA
"896820e8e68f43a5361f74ea4ceb5fe9","Bacteria",NA,NA,NA,NA,NA,NA
"e1381b3a7d195d03d07514d6861dc7a2","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"042f4e7f7f06637c92da918f279cff11","Bacteria",NA,NA,NA,NA,NA,NA
"62ca2ba918a39b585c95e1a0fcf14271","Bacteria",NA,NA,NA,NA,NA,NA
"e339910892163886f2afb312af7492e5","Bacteria",NA,NA,NA,NA,NA,NA
"63820a375800d3366a719f7c8f38fd3f","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"8649c943acdd44739a43d76d6b2af615","Bacteria",NA,NA,NA,NA,NA,NA
"960e623da6efe93cf560d2cf4ad8f908","Bacteria",NA,NA,NA,NA,NA,NA
"2578f2e1cc701952aa8a9739f41d6eaf","Bacteria",NA,NA,NA,NA,NA,NA
"406ce2171c0b33f27ef8b2eedcdfeb69","Bacteria",NA,NA,NA,NA,NA,NA
"95f26a9fc17f79b4ad40e3b4d412e1c4","Bacteria",NA,NA,NA,NA,NA,NA
"01757f438c5723ecb15be1db92465404","Bacteria",NA,NA,NA,NA,NA,NA
"19b48ea71a4d749732e01de384d5740e","Bacteria",NA,NA,NA,NA,NA,NA
"a393b670774292edf86476884ce45f7a","Bacteria",NA,NA,NA,NA,NA,NA
"8417ac094884bfa3c24758436fed8bec","Bacteria",NA,NA,NA,NA,NA,NA
"481149629cd44c318077aadfaf7a9571","Bacteria",NA,NA,NA,NA,NA,NA
"7131c7059aab683b9ca211f7595f3ac0","Bacteria",NA,NA,NA,NA,NA,NA
"44191b5a3fb0ef24219e6768f6239215","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"f4fc9696410ba4d81bc54e5490da6d4b","Bacteria",NA,NA,NA,NA,NA,NA
"7d02bf6b66b7752bcba602a9da61b777","Bacteria",NA,NA,NA,NA,NA,NA
"31cf85c94885579afebf72df2a7d1034","Bacteria",NA,NA,NA,NA,NA,NA
"ff246f986f48e4549bb2ec5ec57f67e4","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"55ec26ae03ef84af6bdc126b95054e1e","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"8891ee23b0bfb6a3c7572d5cc4acee8c","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"3a70676aa1f262888576560f3c5f3919","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"5652e6ae163fb5e49cad5c52b7cdc95c","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"1e3e3491fb36872ced40b1204cab3358","Bacteria",NA,NA,NA,NA,NA,NA
"51603fef867ef71cfa8d44f839a20199","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"93cb6115aa9b897b639f2483e0b26334","Bacteria",NA,NA,NA,NA,NA,NA
"abc51d07c0c7d6609e18444973e7d883","Bacteria",NA,NA,NA,NA,NA,NA
"b3d4f29ab126fefdfdf86f63ae86d5b3","Bacteria",NA,NA,NA,NA,NA,NA
"8d6e47e22fa26298a5db88897d100f15","Bacteria",NA,NA,NA,NA,NA,NA
"8dbf492c2c346beaee4b42e4a1bc7ae0","Bacteria",NA,NA,NA,NA,NA,NA
"1420e43fd85f209666373cf983b1f8ec","Bacteria",NA,NA,NA,NA,NA,NA
"4469bc05e460c0d430b61c01b7402068","Bacteria",NA,NA,NA,NA,NA,NA
"6a3946b6992049cbd75ba5a8aaabf7b5","Bacteria",NA,NA,NA,NA,NA,NA
"000966a470bfb4b574c35317c2c56248","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"2dc7da68603fb34a739d192ce6fdb4f2","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"b9f3350835eef5077ecb6ba044b09dbe","Bacteria",NA,NA,NA,NA,NA,NA
"1c6916571bb6429fd217f8df03b18151","Bacteria",NA,NA,NA,NA,NA,NA
"1a651affe63a922e3cbeb9e84cbd3b37","Bacteria","Cyanobacteria","Synechococcophycideae",NA,NA,NA,NA
"44250d80437ac251a489dfbbf316bea9","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"c0751f7b9969f851583bb0da2ab00e71","Bacteria",NA,NA,NA,NA,NA,NA
"1f3aa722e6f67287a4e158b5ca7eb1cc","Bacteria",NA,NA,NA,NA,NA,NA
"b20a068fbe058b0f97d0256c3888150d","Bacteria",NA,NA,NA,NA,NA,NA
"03cb0d88c25fac818c8f5c5d381f3ef9","Bacteria",NA,NA,NA,NA,NA,NA
"d09dc6f5d4089a1a3737175dfd02ea5a","Bacteria",NA,NA,NA,NA,NA,NA
"78fe8f64de60320a6fda785fc33747d6","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"7b7f9b9f7039f5954847c4e040bdcca2","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"2a8fd206ccc2ad2c6b1dc1269cc34c90","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"9443d63e41a53da2ee6b930a429e9ccb","Bacteria",NA,NA,NA,NA,NA,NA
"3591311358f9a268c371a62c90c5a217","Bacteria",NA,NA,NA,NA,NA,NA
"52c07416d259fa0d2ab68710ee9e887b","Bacteria",NA,NA,NA,NA,NA,NA
"10345848ab7e811b27a1190bb10c81dc","Bacteria",NA,NA,NA,NA,NA,NA
"384cbd336ef5aa92122ebdbb71339791","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"101fd9b3ff62760ceb9e7079645af2c2","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae",NA,NA
"4f899d8bfafe253e0689e049214b2187","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Synechococcus",NA
"291dfed83378c48f6bdbb7a9c1c1851f","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Synechococcus",NA
"f83f18e62a3a435694c43aca426dcfdb","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Synechococcus",NA
"3614bfbd9a3170a122a5721f511708ea","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"5cf098ccd88ad3a24f3d0eb701f92224","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"1dc0c40b2870874b7837019040953b41","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"c76d15d8750aeb5490caddbc11ed870a","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"b52927a977b4b7a71bddba47ee71cebd","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"31b4cb0185ad77659266895a30dbf74b","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Synechococcus",NA
"176e650576a8b3a5439518132663f2ff","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Synechococcus",NA
"ffefd11972a67b9c84f9bc1b7996bae6","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Synechococcus",NA
"31f9e282b6e9ebb5c78f7ede0e2d3966","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Synechococcus",NA
"136bebce9cc6751e46a95da8d20e7706","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"da11c6dde83a30fc1c30ed34faa0566c","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"d1656066c0ee0bb22b1bf1d1f7868057","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Synechococcus",NA
"c5ff98922e4402d9b92028c374683450","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"e2a53d2a083ac436ec85806d1a5ea019","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"73285538805c1ce072ec8671635801d1","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"44acc09747c073372580de1aeecc1727","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"8bdfb1c71b75674810b78a1934b23053","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"7130707caefe5a25178927b60b7ecb81","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"17ea34a732910621a254ad18e2de41b9","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"f19da6e0afe8cc8468d141fdec39e5f0","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"7d21b1386e9d23ff12e3b820e5939a4e","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"dcc0139ed52ff668b04b41c939d9d647","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"3657c2a7127bbf8e1b766f10cbd51dc3","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"df5f808499580090e074ff2039498d5e","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"a75c9a1bb473e0080c8a66b322f1a6cb","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"65e6ae29f5fe33cfae941cec6d30abf9","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"43b682d5bf6139c91f6f6555bb43c496","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"95ea0c84567ea6c978d5d0085a0d99ca","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"31116ecedf34acf54417804621269eb3","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"67eda2b7033c781718b7d0e2a28356fb","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"b188fe36e3aeef1b6317a065d00761bf","Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
"8e8306e7b9ffb39119c2e3b691e3a21f","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"addeddce679a9c972c5e11e390b56b98","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Prochlorococcus",NA
"31802566d7fc45eba992b332f254db8c","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"19baa1ee3bbb62b501d5801c26fdf1e4","Bacteria","Cyanobacteria","Synechococcophycideae",NA,NA,NA,NA
"1df084a026fbb8f66fc7721f45a4986c","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales",NA,NA,NA
"4ac925bdc9372b79adf25b158700e1c7","Bacteria","Cyanobacteria","Synechococcophycideae",NA,NA,NA,NA
"8cb160245dbdacf325ea8aa2c95d8b66","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"c42683d741794a951b05f9bd3d271845","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"9cff0ada470265ac03fce2bdec4312cf","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"93ae919a0ba27ccf578ebc5475ec70e0","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"6073a1892d0653d4265e14f6ee395030","Bacteria","Cyanobacteria","Synechococcophycideae",NA,NA,NA,NA
"cfc836b25ee6458b31ecc45d78e775fe","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"2375f7017af1ea83f4e40a91a2424732","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"79d2de9609796734d615692f49e874d0","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"d6185af2030f66df763cd0621b83ead2","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"8e5a476fe881bf9171d22abbae639b61","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"824af23a1aea007feee9a373191f863b","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"9a7c38483931bd6627a74c33efaa6f81","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"b9cfa0f43b9f240b317a2bd65bf6fea0","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"fd1f23fdae6a73ba7895bc11cc1b8f2c","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"96ab17d07970bb6d1d002e8f0eeef44f","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"08a200afe5fc6740e6cb0b0177137ae6","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"2678c24fba73c763f40e0eb827d73cef","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"a051a732afaba61eb590c5d59ef70e01","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"55c8ca99d0606549a63fdf9ed78007a6","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"c7540bdc1f034fc5b9453f08f1e5fa26","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"02e5b0590480802b4881e7fe6c4fde5d","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"bf1830f00a30bbb0c28f62342065c18c","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"0f14950fb6e1b8a0c588aff9c5e7dc3a","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"938328ebedab6b4edf57b1f10e65cb6c","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Haloleptolyngbya","alcalis"
"596732e5bf1e05b94433a4b215d70d04","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"af5c0342218baa00fef0c9037e4c5b73","Bacteria",NA,NA,NA,NA,NA,NA
"065952c78242b1a3e89099ec0c4a4050","Bacteria",NA,NA,NA,NA,NA,NA
"08af6d01216b81cd55d85fcf57ce9d83","Bacteria",NA,NA,NA,NA,NA,NA
"4b75082dca6fe0835bcf2c01edff23e4","Bacteria",NA,NA,NA,NA,NA,NA
"1414752fd3dfebbbd323b49603c5dae3","Bacteria",NA,NA,NA,NA,NA,NA
"495c86df2136dba8f5c0138d0b5c9769","Bacteria",NA,NA,NA,NA,NA,NA
"48160a748360da9fe63cae7475893234","Bacteria",NA,NA,NA,NA,NA,NA
"9bc06f14c6d12ef698996e6adab2a575","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Halomicronema","hongdechloris"
"33b7eee77b00a69f9d377f2e1f466ec1","Bacteria",NA,NA,NA,NA,NA,NA
"ae98b85a437dc67d8e21cc4b0387ad5b","Bacteria",NA,NA,NA,NA,NA,NA
"81005f4170d09d5ac2548d26ad78f292","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"931335193ea3b2e713d112d58d576452","Bacteria",NA,NA,NA,NA,NA,NA
"d83cac816e3ef04e75826e4bc63d7e04","Bacteria","Cyanobacteria","Oscillatoriophycideae","Chroococcales",NA,NA,NA
"51421f8e6b113546e68c1846a6df75e8","Bacteria","Cyanobacteria","Oscillatoriophycideae","Chroococcales",NA,NA,NA
"c6a8f85493305a1115e4c44252287873","Bacteria",NA,NA,NA,NA,NA,NA
"e6d5c0b0f9c1bffe164fa115629f2480","Bacteria",NA,NA,NA,NA,NA,NA
"11339458bc0f6617d630db5ebce23c5d","Bacteria",NA,NA,NA,NA,NA,NA
"5f38f57ad6cce242ae1dd2f9fb74d9a7","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"6de1dafed5903dcfb2b131f3b18e0e5c","Bacteria",NA,NA,NA,NA,NA,NA
"ef44a2dc7f754ce8a4002f414314b5ff","Bacteria",NA,NA,NA,NA,NA,NA
"1efad948b9bd6a28443d1d9fdf31192e","Bacteria",NA,NA,NA,NA,NA,NA
"b91f3a87cf86e000ceb5ddfdd59e435e","Bacteria",NA,NA,NA,NA,NA,NA
"4f367ed4b8bfcdfcba15b72c2983ed65","Bacteria",NA,NA,NA,NA,NA,NA
"81c16ed923c44ecc3eecf2a533fd41da","Bacteria",NA,NA,NA,NA,NA,NA
"5866459458b9e5397753472495682cae","Bacteria",NA,NA,NA,NA,NA,NA
"1fd1c7ff030dd9c4044221a741aa9acb","Bacteria",NA,NA,NA,NA,NA,NA
"a4cfcb88286ff0f237c71c8984e56743","Bacteria",NA,NA,NA,NA,NA,NA
"079ffd1096b4ae4c859b9019d1211e73","Bacteria",NA,NA,NA,NA,NA,NA
"62c2945758f528aa1c64fbde371ca8df","Bacteria","Cyanobacteria","Oscillatoriophycideae",NA,NA,NA,NA
"72199c935910a45b5e94c170f04019fa","Bacteria","Cyanobacteria",NA,NA,NA,NA,NA
"9ff2922fe1b807f84086447a9e5b8514","Bacteria",NA,NA,NA,NA,NA,NA
"0add78800f7a129961d4747389c2290c","Bacteria",NA,NA,NA,NA,NA,NA
"23f357189d416e260a12dccd9cf710ec","Bacteria",NA,NA,NA,NA,NA,NA
"b4a0ceeb7999c50b774b4e1b0da3ec83","Bacteria",NA,NA,NA,NA,NA,NA
"466b969710511b8b5f0839f21d335912","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Halomicronema",NA
"bd9c61a18323c7a0a766a57f5f3ecbec","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Halomicronema",NA
"059649c8eb4d1ab1213ffb8c75b25187","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Halomicronema",NA
"bbfbe31873694e1c8137d317cf4bb39a","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Halomicronema",NA
"2176f568fb9427b92336b262d773a43f","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Halomicronema",NA
"58581d4dc8a5623a3268f33b4bff0582","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Halomicronema",NA
"c998fe3e83a3123e7230b69a242b7418","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Halomicronema",NA
"4ff7ef1020dfa58641b0279c90bff804","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Halomicronema",NA
"3621992aa3fcce33dc131915ab05a4bf","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Halomicronema",NA
"3eac2759bfb13ae3b052eaf845434717","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Halomicronema",NA
"b9f194a25b9d761a6a1daf5f228fddcd","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Halomicronema",NA
"7a1c41fe3a5da33c4b65b2248ad91a58","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Halomicronema",NA
"03d0c222719358cc1f90c1c2a03b254c","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae","Halomicronema",NA
"2501c3535d5187cb5cc897a5a6fc40b7","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"be5075f4ff87f92a8291c18fe732b32a","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"5ae3b70642772941786bb0671761ecde","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"27c090025250ceab0f6af6ed689c4f3d","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"34250ab3c59c565bea1afc5630e9e1e0","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
"0a2ada9d089a2b129ea985d4be8bb078","Bacteria","Cyanobacteria","Synechococcophycideae","Pseudanabaenales","Pseudanabaenaceae",NA,NA
